Source;Target;weight
Mobile App Testing;Audio Editing;1
Audio Editing;Mobile App Testing;1
Mobile App Testing;Audio Processing;2
Audio Processing;Mobile App Testing;2
Mobile App Testing;Audit;1
Audit;Mobile App Testing;1
Mobile App Testing;Data Delivery;1
Data Delivery;Mobile App Testing;1
Mobile App Testing;Dutch;1
Dutch;Mobile App Testing;1
Mobile App Testing;External Auditing;1
External Auditing;Mobile App Testing;1
Mobile App Testing;Communications;2
Communications;Mobile App Testing;2
Mobile App Testing;General Office;3
General Office;Mobile App Testing;3
Mobile App Testing;Interpreter;2
Interpreter;Mobile App Testing;2
Mobile App Testing;Freelance;3
Freelance;Mobile App Testing;3
Mobile App Testing;Korean Tutoring;1
Korean Tutoring;Mobile App Testing;1
Mobile App Testing;TikTok;1
TikTok;Mobile App Testing;1
Mobile App Testing;Debugging;1
Debugging;Mobile App Testing;1
Structural Engineering;Finite Element Analysis;2
Finite Element Analysis;Structural Engineering;2
Structural Engineering;Simulation;1
Simulation;Structural Engineering;1
React Native;Mobile Development;1
Mobile Development;React Native;1
React Native;Redux.js;1
Redux.js;React Native;1
Human Resources;Management Consulting;1
Management Consulting;Human Resources;1
Human Resources;Recruitment;2
Recruitment;Human Resources;2
Human Resources;Technical Recruiter;2
Technical Recruiter;Human Resources;2
Human Resources;LinkedIn Recruiting;1
LinkedIn Recruiting;Human Resources;1
Human Resources;Reward;1
Reward;Human Resources;1
Human Resources;Compensation and Benefits;1
Compensation and Benefits;Human Resources;1
Human Resources;Budgeting and Forecasting;1
Budgeting and Forecasting;Human Resources;1
Coding;Pine Script;1
Pine Script;Coding;1
Coding;COBOL;1
COBOL;Coding;1
Coding;Shopify Development;1
Shopify Development;Coding;1
Coding;Cryptography;1
Cryptography;Coding;1
Coding;Flow Charts;1
Flow Charts;Coding;1
Amazon FBA;Product Sourcing;1
Product Sourcing;Amazon FBA;1
Amazon FBA;Supplier Sourcing;1
Supplier Sourcing;Amazon FBA;1
Amazon FBA;Amazon;1
Amazon;Amazon FBA;1
Product Sourcing;Supplier Sourcing;1
Supplier Sourcing;Product Sourcing;1
Product Sourcing;Reviews;1
Reviews;Product Sourcing;1
Product Sourcing;General Office;1
General Office;Product Sourcing;1
Product Sourcing;Prototyping;1
Prototyping;Product Sourcing;1
Kannada;Telugu;1
Telugu;Kannada;1
App Designer;Database Programming;1
Database Programming;App Designer;1
App Designer;Hardware Security Module;1
Hardware Security Module;App Designer;1
App Designer;Geolocation;1
Geolocation;App Designer;1
Database Programming;Database Administration;6
Database Administration;Database Programming;6
Database Programming;Car Driving;1
Car Driving;Database Programming;1
Database Programming;CNC Programming;1
CNC Programming;Database Programming;1
Database Programming;Forum Software;1
Forum Software;Database Programming;1
Database Programming;Oracle;3
Oracle;Database Programming;3
Database Programming;Selenium;1
Selenium;Database Programming;1
Database Programming;Oracle APEX;1
Oracle APEX;Database Programming;1
Database Programming;RESTful API;1
RESTful API;Database Programming;1
Mailchimp;Social Media Management;1
Social Media Management;Mailchimp;1
Reviews;Editorial Writing;1
Editorial Writing;Reviews;1
Reviews;Explainer Videos;1
Explainer Videos;Reviews;1
Reviews;Customer Service;1
Customer Service;Reviews;1
Reviews;General Office;2
General Office;Reviews;2
Reviews;Testing / QA;2
Testing / QA;Reviews;2
Reviews;Amazon;1
Amazon;Reviews;1
Reviews;Lithuanian;1
Lithuanian;Reviews;1
Reviews;Data Delivery;1
Data Delivery;Reviews;1
Editorial Writing;Copy Editing;1
Copy Editing;Editorial Writing;1
Front-end Design;Full Stack Development;1
Full Stack Development;Front-end Design;1
Front-end Design;Adobe Illustrator;1
Adobe Illustrator;Front-end Design;1
Full Stack Development;Typescript;1
Typescript;Full Stack Development;1
Full Stack Development;Golang;1
Golang;Full Stack Development;1
Full Stack Development;Data Analytics;1
Data Analytics;Full Stack Development;1
Full Stack Development;R Programming Language;1
R Programming Language;Full Stack Development;1
Full Stack Development;Cryptography;1
Cryptography;Full Stack Development;1
Full Stack Development;Software Documentation;1
Software Documentation;Full Stack Development;1
Full Stack Development;CMS;1
CMS;Full Stack Development;1
Full Stack Development;Amazon Kindle;1
Amazon Kindle;Full Stack Development;1
Full Stack Development;Video Hardware;1
Video Hardware;Full Stack Development;1
Full Stack Development;Hardware Security Module;1
Hardware Security Module;Full Stack Development;1
Full Stack Development;Google Maps API;1
Google Maps API;Full Stack Development;1
Google Adsense;Google Shopping;1
Google Shopping;Google Adsense;1
Amazon;Etsy;2
Etsy;Amazon;2
Amazon;Keyword Research;1
Keyword Research;Amazon;1
Amazon;eBay;1
eBay;Amazon;1
Etsy;Keyword Research;1
Keyword Research;Etsy;1
Etsy;Facebook Shops;1
Facebook Shops;Etsy;1
Keyword Research;SEO Auditing;1
SEO Auditing;Keyword Research;1
Keyword Research;Qualitative Research;1
Qualitative Research;Keyword Research;1
Marketing Strategy;Zapier;1
Zapier;Marketing Strategy;1
Marketing Strategy;Proposal/Bid Writing;1
Proposal/Bid Writing;Marketing Strategy;1
Marketing Strategy;Public Relations;1
Public Relations;Marketing Strategy;1
Bookkeeping;Certified Public Accountant;1
Certified Public Accountant;Bookkeeping;1
Bookkeeping;Payroll;2
Payroll;Bookkeeping;2
Bookkeeping;Payroll HR S&E;1
Payroll HR S&E;Bookkeeping;1
Bookkeeping;MYOB;1
MYOB;Bookkeeping;1
Bookkeeping;CMS;1
CMS;Bookkeeping;1
Yii;CakePHP;2
CakePHP;Yii;2
CakePHP;Bootstrap;1
Bootstrap;CakePHP;1
CakePHP;Zend;1
Zend;CakePHP;1
Cisco;VoIP;2
VoIP;Cisco;2
Cisco;CompTIA;1
CompTIA;Cisco;1
Cisco;Certified Information Systems Security Professional (CISSP);1
Certified Information Systems Security Professional (CISSP);Cisco;1
Cisco;Wireless;1
Wireless;Cisco;1
phpMyAdmin;Database Administration;1
Database Administration;phpMyAdmin;1
phpMyAdmin;Umbraco;1
Umbraco;phpMyAdmin;1
Database Administration;Umbraco;1
Umbraco;Database Administration;1
Database Administration;Debian;1
Debian;Database Administration;1
Database Administration;PostgreSQL Administration;1
PostgreSQL Administration;Database Administration;1
Database Administration;Oracle;1
Oracle;Database Administration;1
Database Administration;Facebook Pixel;1
Facebook Pixel;Database Administration;1
Database Administration;Aws Lambda;1
Aws Lambda;Database Administration;1
Database Administration;Golang;1
Golang;Database Administration;1
Database Administration;Azure;2
Azure;Database Administration;2
Debian;Debugging;1
Debugging;Debian;1
Graphical User Interface (GUI);Graphics Programming;1
Graphics Programming;Graphical User Interface (GUI);1
Graphical User Interface (GUI);Swing (Java);1
Swing (Java);Graphical User Interface (GUI);1
Graphical User Interface (GUI);Cloud Computing;1
Cloud Computing;Graphical User Interface (GUI);1
Graphical User Interface (GUI);Data Visualization;1
Data Visualization;Graphical User Interface (GUI);1
Graphical User Interface (GUI);Google Maps API;1
Google Maps API;Graphical User Interface (GUI);1
Bootstrap;Yii2;1
Yii2;Bootstrap;1
Bootstrap;ASP.NET MVC;1
ASP.NET MVC;Bootstrap;1
Bootstrap;Sass;1
Sass;Bootstrap;1
PayPal API;Payment Gateway Integration;1
Payment Gateway Integration;PayPal API;1
Video Broadcasting;Cloud Computing;1
Cloud Computing;Video Broadcasting;1
SPSS Statistics;Statistical Analysis;13
Statistical Analysis;SPSS Statistics;13
SPSS Statistics;R Programming Language;3
R Programming Language;SPSS Statistics;3
SPSS Statistics;Data Analytics;1
Data Analytics;SPSS Statistics;1
SPSS Statistics;Scientific Research;1
Scientific Research;SPSS Statistics;1
SPSS Statistics;SAS;1
SAS;SPSS Statistics;1
Statistical Analysis;Data Science;2
Data Science;Statistical Analysis;2
Statistical Analysis;Analytics;1
Analytics;Statistical Analysis;1
Statistical Analysis;Deep Learning;1
Deep Learning;Statistical Analysis;1
Statistical Analysis;Neural Networks;1
Neural Networks;Statistical Analysis;1
Statistical Analysis;R Programming Language;3
R Programming Language;Statistical Analysis;3
Statistical Analysis;Data Analytics;1
Data Analytics;Statistical Analysis;1
Statistical Analysis;Data Visualization;1
Data Visualization;Statistical Analysis;1
Statistical Analysis;Agronomy;1
Agronomy;Statistical Analysis;1
Statistical Analysis;ANOVA;1
ANOVA;Statistical Analysis;1
Statistical Analysis;Data Analysis;1
Data Analysis;Statistical Analysis;1
Statistical Analysis;Financial Accounting;1
Financial Accounting;Statistical Analysis;1
Statistical Analysis;SAS;1
SAS;Statistical Analysis;1
Statistical Analysis;Charts;1
Charts;Statistical Analysis;1
Commercials;Filmmaking;1
Filmmaking;Commercials;1
User Story Writing;Interviewing;1
Interviewing;User Story Writing;1
Testing / QA;Test Automation;3
Test Automation;Testing / QA;3
Testing / QA;Process Automation;1
Process Automation;Testing / QA;1
Testing / QA;Automation;1
Automation;Testing / QA;1
Testing / QA;Mac OS;1
Mac OS;Testing / QA;1
Testing / QA;Application Performance Monitoring;1
Application Performance Monitoring;Testing / QA;1
Testing / QA;Game Testing;1
Game Testing;Testing / QA;1
Testing / QA;General Office;2
General Office;Testing / QA;2
Testing / QA;AI (Artificial Intelligence) HW/SW;1
AI (Artificial Intelligence) HW/SW;Testing / QA;1
Testing / QA;Data Delivery;2
Data Delivery;Testing / QA;2
Testing / QA;Freelance;2
Freelance;Testing / QA;2
Testing / QA;Quality and Reliability Testing;2
Quality and Reliability Testing;Testing / QA;2
Testing / QA;Oracle;1
Oracle;Testing / QA;1
Testing / QA;Oracle Database;1
Oracle Database;Testing / QA;1
Test Automation;Process Automation;1
Process Automation;Test Automation;1
Test Automation;Automation;1
Automation;Test Automation;1
Test Automation;Application Performance Monitoring;1
Application Performance Monitoring;Test Automation;1
Process Automation;Automation;1
Automation;Process Automation;1
Process Automation;CRM;1
CRM;Process Automation;1
Process Automation;Robotic Process Automation;1
Robotic Process Automation;Process Automation;1
Process Automation;Mechatronics;1
Mechatronics;Process Automation;1
Process Automation;Industrial Engineering;1
Industrial Engineering;Process Automation;1
Process Automation;Data Integration;1
Data Integration;Process Automation;1
Process Automation;Data Analysis;1
Data Analysis;Process Automation;1
Process Automation;Application Packaging;1
Application Packaging;Process Automation;1
Process Automation;Appointment Setting;1
Appointment Setting;Process Automation;1
Automation;PLC & SCADA;1
PLC & SCADA;Automation;1
Traditional Chinese (Hong Kong);Traditional Chinese (Taiwan);5
Traditional Chinese (Taiwan);Traditional Chinese (Hong Kong);5
Traditional Chinese (Hong Kong);Japanese Tutoring;1
Japanese Tutoring;Traditional Chinese (Hong Kong);1
Traditional Chinese (Hong Kong);Legal Translation;1
Legal Translation;Traditional Chinese (Hong Kong);1
Selenium;BeautifulSoup;1
BeautifulSoup;Selenium;1
Selenium;Selenium Webdriver;3
Selenium Webdriver;Selenium;3
CNC Programming;Millwork;1
Millwork;CNC Programming;1
CNC Programming;Jewellery;1
Jewellery;CNC Programming;1
CNC Programming;Car Driving;1
Car Driving;CNC Programming;1
CNC Programming;Forum Software;1
Forum Software;CNC Programming;1
Pine Script;Metatrader;2
Metatrader;Pine Script;2
Pine Script;MQL4;1
MQL4;Pine Script;1
Administrative Support;Customer Service;1
Customer Service;Administrative Support;1
Administrative Support;Video Upload;1
Video Upload;Administrative Support;1
Administrative Support;Video Processing;1
Video Processing;Administrative Support;1
Administrative Support;Time Management;1
Time Management;Administrative Support;1
Customer Service;Slack;1
Slack;Customer Service;1
Customer Service;Customer Experience;2
Customer Experience;Customer Service;2
Customer Service;Event Staffing;1
Event Staffing;Customer Service;1
Customer Service;Communications;1
Communications;Customer Service;1
Customer Service;Documentation;1
Documentation;Customer Service;1
Customer Service;Czech;1
Czech;Customer Service;1
Customer Service;Slovakian;1
Slovakian;Customer Service;1
Customer Service;Telemarketing;1
Telemarketing;Customer Service;1
Customer Service;Resellers;1
Resellers;Customer Service;1
Customer Service;General Office;1
General Office;Customer Service;1
Java Spring;JUnit;1
JUnit;Java Spring;1
Java Spring;JSP;1
JSP;Java Spring;1
Java Spring;Swing (Java);1
Swing (Java);Java Spring;1
Java Spring;Java Technical Architecture;1
Java Technical Architecture;Java Spring;1
RESTful API;Kotlin;1
Kotlin;RESTful API;1
RESTful API;SugarCRM;1
SugarCRM;RESTful API;1
RESTful API;Biometrics;1
Biometrics;RESTful API;1
RESTful API;Scala;1
Scala;RESTful API;1
RESTful API;Oracle;1
Oracle;RESTful API;1
RESTful API;Oracle APEX;1
Oracle APEX;RESTful API;1
Cloud Computing;Continuous Integration;1
Continuous Integration;Cloud Computing;1
Cloud Computing;Kubernetes;1
Kubernetes;Cloud Computing;1
Cloud Computing;Biometrics;1
Biometrics;Cloud Computing;1
Cloud Computing;Scientific Research;1
Scientific Research;Cloud Computing;1
Cloud Computing;Azure;2
Azure;Cloud Computing;2
Cloud Computing;Cloud Security;1
Cloud Security;Cloud Computing;1
Cloud Computing;Nginx;1
Nginx;Cloud Computing;1
Cloud Computing;Server;1
Server;Cloud Computing;1
Cloud Computing;ARM;1
ARM;Cloud Computing;1
Cloud Computing;Google App Engine;2
Google App Engine;Cloud Computing;2
Cloud Computing;Cloud Networking;1
Cloud Networking;Cloud Computing;1
Cloud Computing;Data Visualization;1
Data Visualization;Cloud Computing;1
Cloud Computing;Google Maps API;1
Google Maps API;Cloud Computing;1
Continuous Integration;Kubernetes;1
Kubernetes;Continuous Integration;1
Continuous Integration;Bash Scripting;1
Bash Scripting;Continuous Integration;1
Continuous Integration;GitLab;1
GitLab;Continuous Integration;1
Kubernetes;Map Reduce;1
Map Reduce;Kubernetes;1
Kubernetes;Elasticsearch;1
Elasticsearch;Kubernetes;1
Drawing;Jewellery;1
Jewellery;Drawing;1
Drawing;Sketching;2
Sketching;Drawing;2
Drawing;Adobe Illustrator;1
Adobe Illustrator;Drawing;1
Drawing;Building Design;1
Building Design;Drawing;1
Drawing;Engineering Drawing;1
Engineering Drawing;Drawing;1
Drawing;Feng Shui;1
Feng Shui;Drawing;1
Drawing;Concept Design;1
Concept Design;Drawing;1
Affiliate Marketing;Content Marketing;1
Content Marketing;Affiliate Marketing;1
Affiliate Marketing;Supply Chain;1
Supply Chain;Affiliate Marketing;1
Social Media Management;Business Strategy;1
Business Strategy;Social Media Management;1
Social Media Management;Website Optimization;1
Website Optimization;Social Media Management;1
Social Media Management;Twitter Marketing;1
Twitter Marketing;Social Media Management;1
Social Media Management;TikTok;1
TikTok;Social Media Management;1
Social Media Management;Instagram Marketing;1
Instagram Marketing;Social Media Management;1
Social Media Management;Linkedin;1
Linkedin;Social Media Management;1
Social Media Management;Typography;1
Typography;Social Media Management;1
Business Strategy;Website Optimization;1
Website Optimization;Business Strategy;1
Business Strategy;Research and Development;1
Research and Development;Business Strategy;1
Website Optimization;Sales Promotion;1
Sales Promotion;Website Optimization;1
Website Optimization;SEO Auditing;1
SEO Auditing;Website Optimization;1
Website Optimization;Google PageSpeed Insights;1
Google PageSpeed Insights;Website Optimization;1
ASP.NET;MVC;4
MVC;ASP.NET;4
ASP.NET;ADO.NET;1
ADO.NET;ASP.NET;1
ASP.NET;.NET Core;1
.NET Core;ASP.NET;1
ASP.NET;Azure;1
Azure;ASP.NET;1
ASP.NET;ASP;1
ASP;ASP.NET;1
ASP.NET;VB.NET;1
VB.NET;ASP.NET;1
ASP.NET;ASP.NET MVC;1
ASP.NET MVC;ASP.NET;1
ASP.NET;Pardot;1
Pardot;ASP.NET;1
MVC;ADO.NET;1
ADO.NET;MVC;1
Audio Editing;Audio Processing;1
Audio Processing;Audio Editing;1
Audio Editing;Audit;1
Audit;Audio Editing;1
Audio Editing;Data Delivery;1
Data Delivery;Audio Editing;1
Audio Editing;Dutch;1
Dutch;Audio Editing;1
Audio Editing;External Auditing;1
External Auditing;Audio Editing;1
Audio Editing;Installation;1
Installation;Audio Editing;1
Audio Editing;Sound Engineering;1
Sound Engineering;Audio Editing;1
Audio Editing;Music Management;1
Music Management;Audio Editing;1
Audio Processing;Audit;1
Audit;Audio Processing;1
Audio Processing;Data Delivery;1
Data Delivery;Audio Processing;1
Audio Processing;Dutch;1
Dutch;Audio Processing;1
Audio Processing;External Auditing;1
External Auditing;Audio Processing;1
Audio Processing;Communications;2
Communications;Audio Processing;2
Audio Processing;Freelance;2
Freelance;Audio Processing;2
Audio Processing;Interpreter;1
Interpreter;Audio Processing;1
Audio Processing;Korean Tutoring;1
Korean Tutoring;Audio Processing;1
Audio Processing;TikTok;1
TikTok;Audio Processing;1
Audio Processing;General Office;1
General Office;Audio Processing;1
Audio Processing;Digital Signal Processing;1
Digital Signal Processing;Audio Processing;1
Audit;Data Delivery;1
Data Delivery;Audit;1
Audit;Dutch;1
Dutch;Audit;1
Audit;External Auditing;2
External Auditing;Audit;2
Audit;Computer Support;1
Computer Support;Audit;1
Audit;Compliance;1
Compliance;Audit;1
Data Delivery;Dutch;1
Dutch;Data Delivery;1
Data Delivery;External Auditing;1
External Auditing;Data Delivery;1
Data Delivery;Geolocation;1
Geolocation;Data Delivery;1
Data Delivery;AI (Artificial Intelligence) HW/SW;1
AI (Artificial Intelligence) HW/SW;Data Delivery;1
Data Delivery;Freelance;1
Freelance;Data Delivery;1
Data Delivery;Quality and Reliability Testing;1
Quality and Reliability Testing;Data Delivery;1
Data Delivery;Product Photography;1
Product Photography;Data Delivery;1
Dutch;External Auditing;1
External Auditing;Dutch;1
Extensions & Additions;Firefox;1
Firefox;Extensions & Additions;1
SketchUp;Autodesk Sketchbook Pro;1
Autodesk Sketchbook Pro;SketchUp;1
SketchUp;Engineering Mathematics;1
Engineering Mathematics;SketchUp;1
SketchUp;Ruby on Rails;1
Ruby on Rails;SketchUp;1
SketchUp;Ruby;1
Ruby;SketchUp;1
Video Upload;Video Processing;1
Video Processing;Video Upload;1
Video Upload;Time Management;1
Time Management;Video Upload;1
Video Processing;Time Management;1
Time Management;Video Processing;1
Video Processing;Video Post-editing;1
Video Post-editing;Video Processing;1
Video Processing;Image Processing;1
Image Processing;Video Processing;1
Video Processing;Computer Graphics;1
Computer Graphics;Video Processing;1
Video Processing;Computer Vision;1
Computer Vision;Video Processing;1
2D Game Art;Apache Maven;1
Apache Maven;2D Game Art;1
